cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
323,995,45,2017-05-06 14:13:49 UTC,0.0212,79058.0190799803,122381.21,43323.190920019711,1916.1698300808596,99,3,Enviada
725,74,45,2013-10-30 07:25:35 UTC,0.0164,34692.123984946913,50829.7,16137.576015053086,904.14204880870079,61,3,Enviada
854,69,45,2011-10-17 05:46:43 UTC,0.0088,142570.84641769249,249417.73,106846.88358230752,4531.3414451236586,37,6,Enviada
1038,869,45,2021-10-11 21:46:17 UTC,0.0242,110637.03618773294,151119.98,40482.943812267069,5006.8653863786685,32,6,Enviada
1055,487,45,2018-01-03 23:02:39 UTC,0.0113,47878.020006166036,86591.03,38713.009993833963,1222.6291279811608,52,3,Enviada
1507,442,45,2016-06-28 03:46:21 UTC,0.0245,44850.46464545816,74367.28,29516.815354541839,4700.830597101748,11,5,Enviada
1604,951,45,2012-05-08 17:22:56 UTC,0.0214,156615.4735418155,187324.21,30708.736458184478,4336.572594511661,70,0,Enviada
1635,309,45,2016-01-01 02:48:16 UTC,0.0174,124807.58701471894,156702.31,31894.722985281063,2767.8286238223736,89,1,Enviada
1682,561,45,2012-08-16 07:19:49 UTC,0.0111,101157.38784013974,141781.5,40624.112159860262,4824.4251921290843,24,0,Enviada
610,99,46,2013-06-14 01:53:47 UTC,0.0222,32896.761833463868,39518.72,6621.95816653613,826.39691461011887,98,2,Enviada
767,791,46,2012-04-22 07:35:34 UTC,0.0167,86229.175721840293,150698.48,64469.304278159725,22464.763453561915,4,4,Enviada
946,600,46,2020-12-26 09:55:29 UTC,0.0237,10416.906450775203,15278.88,4861.9735492247964,311.786984098543,67,3,Enviada
978,659,46,2013-11-19 15:32:03 UTC,0.0146,123652.69758989046,229884.11,106231.41241010952,2958.5532516244889,65,2,Enviada
1475,645,46,2012-03-25 02:52:19 UTC,0.0229,112197.95459581017,134935.01,22737.055404189843,2845.6195131463114,103,3,Enviada
1936,143,46,2017-09-13 23:31:27 UTC,0.0172,68323.019430436441,84116.03,15793.010569563561,2297.8170685445725,42,5,Enviada
427,671,47,2016-07-18 06:24:40 UTC,0.0085,161195.63013901596,219424,58228.369860984043,3165.6034472189876,67,6,Enviada
882,165,47,2013-01-05 16:19:41 UTC,0.0182,130289.14109436228,158741.84,28452.698905637724,15825.605840704333,9,4,Enviada
437,646,48,2017-07-01 00:57:57 UTC,0.0223,102471.70590344825,139788.66,37316.954096551759,3315.1492553124363,53,1,Enviada
1597,256,48,2011-02-10 21:05:16 UTC,0.0123,31638.696867418657,48318,16679.303132581343,3381.8293554476904,10,5,Enviada
1994,222,48,2012-03-10 22:40:21 UTC,0.0146,182080.64465346586,225724.15,43643.505346534126,3505.2624450964777,98,3,Enviada
491,193,49,2014-12-18 17:39:14 UTC,0.0153,69834.690023223739,126972.97,57138.279976776263,1335.561592294921,106,2,Enviada
629,872,49,2016-11-16 15:09:53 UTC,0.0214,45029.857725146037,58377.64,13347.78227485396,1198.3294575527088,77,1,Enviada
973,754,49,2018-09-21 11:46:41 UTC,0.0107,112058.12951825441,216639.65,104581.52048174558,2161.7886287752867,76,6,Enviada
1164,276,49,2022-09-15 04:18:16 UTC,0.0178,81768.639085042669,163246.11,81477.470914957317,1709.8162381333298,108,1,Enviada
1186,922,49,2012-06-22 12:24:15 UTC,0.0149,103774.63780610991,126481.67,22707.032193890082,1904.2538829768775,113,4,Enviada
1205,439,49,2011-06-09 04:17:45 UTC,0.0191,173133.52063288857,236271.15,63137.629367111433,4536.4230085965137,69,4,Enviada
1354,712,49,2016-11-30 20:34:04 UTC,0.0171,89012.95573740601,158863.72,69850.764262593992,2088.0106381803548,77,3,Enviada
1921,51,49,2022-02-20 19:00:42 UTC,0.016,107165.0677157804,165158.72,57993.6522842196,2212.1576205493043,94,3,Enviada
1548,965,50,2020-12-21 19:50:19 UTC,0.0102,75743.009494522164,100845.96,25102.950505477842,1971.8189076530414,49,6,Enviada
170,23,51,2015-09-14 03:02:11 UTC,0.0187,76505.066805566079,94013.94,17508.873194433931,16170.001030351186,5,2,Enviada
272,912,51,2011-10-13 23:37:57 UTC,0.0156,27855.309553189039,51968.6,24113.290446810959,516.38412781429656,119,0,Enviada
472,806,51,2011-04-21 01:58:34 UTC,0.0105,102638.21723842229,124608.8,21970.582761577709,5046.3242652960716,23,4,Enviada
1094,414,51,2015-01-22 16:32:59 UTC,0.0087,39981.2291461102,55367.03,15385.800853889801,1040.0466445325626,47,6,Enviada
1283,7,51,2019-04-28 21:12:55 UTC,0.0135,115084.65536621303,190093.65,75008.994633786962,2907.4589130777817,57,2,Enviada
1600,498,51,2017-05-13 12:26:48 UTC,0.0129,139121.30012465466,219039.21,79917.909875345329,2285.5819964034954,120,3,Enviada
1749,417,51,2011-08-26 02:37:13 UTC,0.0137,171358.65704219585,238501.49,67142.832957804145,4037.8376566845627,64,1,Enviada
804,734,52,2021-08-19 04:07:12 UTC,0.0115,57709.834805147024,68976.53,11266.695194852971,1385.88838890982,57,5,Enviada
818,34,52,2012-06-11 12:58:01 UTC,0.0116,29117.433738327134,42525.57,13408.136261672864,469.90347200563286,110,4,Enviada
920,911,52,2020-09-25 07:08:27 UTC,0.0103,42931.194987702795,73757.17,30825.975012297204,624.90532610444234,120,4,Enviada
1581,581,52,2014-07-19 07:38:52 UTC,0.0139,67933.346833554766,115153.35,47220.00316644524,1453.27392895575,76,6,Enviada
1644,982,52,2022-04-18 13:58:35 UTC,0.0153,176429.50570331985,236059.85,59630.344296680145,3518.3633528039568,96,2,Enviada
1757,83,52,2015-09-02 22:18:36 UTC,0.0237,32836.097293732775,53486.63,20650.532706267219,1242.9418171085097,42,2,Enviada
54,261,53,2016-01-30 14:30:43 UTC,0.0182,72148.098139872163,133986.48,61838.38186012784,1490.5288114051075,118,6,Enviada
206,520,53,2016-06-13 01:20:17 UTC,0.0145,144955.2590782037,212496.89,67541.6309217963,2742.6337301492217,101,1,Enviada
788,118,53,2021-09-18 11:00:39 UTC,0.0224,16507.030578502741,30524.88,14017.84942149726,1307.847354416584,15,2,Enviada
897,876,53,2019-10-02 14:10:40 UTC,0.0249,71852.565854035085,129520.15,57667.584145964916,2554.6023652480881,49,1,Enviada
1020,264,53,2010-08-07 03:50:13 UTC,0.0126,100570.20648583771,186753.92,86183.7135141623,1765.7129740485677,101,2,Enviada
1036,9,53,2021-02-12 15:45:40 UTC,0.0094,7407.4298906232325,9572.69,2165.2601093767676,218.55215602955437,41,4,Enviada
1245,716,53,2022-01-12 07:49:01 UTC,0.0153,163396.46702941242,218434.06,55037.592970587575,7218.4075772963888,28,0,Enviada
1424,124,53,2011-08-17 04:00:58 UTC,0.0086,157556.25547841436,229150.72,71594.464521585658,11993.366996926277,14,2,Enviada
1826,616,53,2010-09-04 06:46:21 UTC,0.0142,152168.84331301914,183687.9,31519.056686980864,4213.6206144369116,51,5,Enviada
1931,899,53,2011-04-28 12:55:00 UTC,0.0238,37488.756763216123,74713.76,37225.003236783872,1028.2510384989489,86,6,Enviada
357,213,54,2014-09-28 06:01:14 UTC,0.0098,127569.62141933432,150784.84,23215.218580665678,3142.9620842250033,52,5,Enviada
418,53,54,2015-06-06 09:13:32 UTC,0.0145,39243.678842089255,55878.5,16634.821157910741,705.78733216115756,114,0,Enviada
643,885,54,2022-01-21 12:56:10 UTC,0.0216,118694.56942148943,202025.12,83330.550578510563,4327.6089106930094,42,5,Enviada
1194,963,54,2011-03-12 23:33:39 UTC,0.0139,94802.434160777048,129005.63,34203.195839222964,1760.4576661768099,100,6,Enviada
1504,485,54,2010-06-19 08:17:58 UTC,0.023,186991.78107465457,243210.81,56219.028925345418,4714.5718699952422,107,4,Enviada
1797,637,54,2018-03-10 00:49:24 UTC,0.0128,81512.821554417853,154692.24,73179.418445582138,1611.1673325076806,82,6,Enviada
1905,273,54,2012-05-11 15:06:03 UTC,0.0172,81239.855910925835,143280.23,62040.374089074183,1845.4178959375993,83,6,Enviada
95,660,55,2021-03-10 06:50:09 UTC,0.0158,60076.662135355626,74316.24,14239.577864644383,1847.4633718448047,46,3,Enviada
975,684,55,2020-02-05 23:42:49 UTC,0.0188,21900.036042737866,26250.95,4350.9139572621343,877.59850348950476,34,0,Enviada
1062,923,55,2013-12-16 12:48:43 UTC,0.0091,36855.885547750469,64696.45,27840.564452249524,9424.5386616636388,4,1,Enviada
1198,288,55,2015-08-27 08:08:58 UTC,0.02,53603.49686807055,101218.96,47615.463131929457,3575.4659237336405,18,0,Enviada
1294,965,55,2020-01-03 06:53:28 UTC,0.0142,59734.189393539695,87687.59,27953.400606460305,5449.1759156824373,12,6,Enviada
1902,519,55,2022-11-17 02:28:58 UTC,0.0178,196985.25709080603,247231.97,50246.712909193971,19876.502702186612,11,3,Enviada
82,129,56,2021-11-24 10:37:20 UTC,0.0108,145593.86939153512,244313.43,98719.560608464861,2794.3965366299626,77,0,Enviada
456,859,56,2010-11-06 06:17:38 UTC,0.0112,9816.4189023481558,16567.1,6750.6810976518436,211.21194163051362,66,3,Enviada
1217,844,56,2021-04-28 21:00:18 UTC,0.0108,190603.26778011568,224866.82,34263.552219884317,6014.5220476585209,39,2,Enviada
79,114,57,2015-12-17 15:37:23 UTC,0.0107,87239.713083590381,123207.06,35967.346916409617,1591.266399467205,83,2,Enviada
224,697,57,2016-08-11 11:35:34 UTC,0.0154,92541.684729230852,142749.33,50207.645270769142,1776.7789161863905,106,3,Enviada
537,823,57,2022-10-23 20:14:45 UTC,0.0124,16507.526874189709,29357.06,12849.533125810291,897.692626902108,21,5,Enviada
1658,193,57,2013-12-26 07:07:03 UTC,0.0084,29155.840255590567,49624.09,20468.24974440943,398.453573304223,114,3,Enviada
66,854,58,2010-06-15 21:18:53 UTC,0.0085,92200.25656165884,154975.23,62774.973438341171,1492.2282472481213,88,0,Enviada
219,567,58,2018-10-24 17:30:48 UTC,0.0111,67254.866841540381,80356.64,13101.77315845962,1209.4386942797571,87,6,Enviada
388,53,58,2012-03-13 23:08:10 UTC,0.0233,90272.278923584672,112630.73,22358.451076415316,2658.5314479212911,68,2,Enviada
932,475,58,2022-02-14 19:07:13 UTC,0.0176,88283.090376794571,117348.32,29065.229623205432,2254.1293498827949,67,4,Enviada
1987,584,58,2012-06-13 01:31:10 UTC,0.0094,128475.83813619964,156285.99,27810.151863800351,3868.38081107641,40,6,Enviada
550,129,59,2014-12-06 14:46:00 UTC,0.0206,133679.13668164582,249763.13,116083.99331835417,3515.5677755478036,75,5,Enviada
1732,897,59,2015-04-01 00:18:46 UTC,0.0099,127680.75845481767,163284.53,35603.771545182339,3881.2144168724026,40,5,Enviada
1733,893,59,2013-01-26 13:05:13 UTC,0.0136,59498.977251225529,112145.98,52647.002748774466,1270.4716142983139,75,2,Enviada
1856,849,59,2022-09-13 00:56:34 UTC,0.0243,102305.04265481673,158163.32,55858.277345183284,2768.9813853786086,95,0,Enviada
62,264,60,2012-06-28 10:33:35 UTC,0.0161,140136.89372720424,184848.44,44711.546272795749,12033.41964355559,13,6,Enviada
106,114,60,2021-01-27 03:13:52 UTC,0.0091,95446.237549392157,131196.9,35750.662450607837,1495.194808845338,96,3,Enviada
1680,576,60,2019-09-03 17:41:19 UTC,0.0192,113297.72876012886,189031.05,75733.321239871133,2422.5724718124452,120,1,Enviada
133,89,61,2013-02-06 06:47:15 UTC,0.0086,17764.231166044221,35204.53,17440.298833955778,575.87434347689032,36,5,Enviada
736,425,61,2019-02-04 02:14:27 UTC,0.0112,126647.9679096339,223793.09,97145.1220903661,2386.7436631982891,81,0,Enviada
1209,463,61,2011-04-05 23:47:32 UTC,0.0111,62508.057449876862,88360.64,25852.582550123137,1524.6166975446934,55,4,Enviada
1299,229,61,2013-02-15 11:53:06 UTC,0.0117,123947.86839411367,184731.32,60783.45160588633,4059.1700088608777,38,1,Enviada
1589,311,61,2015-01-05 12:26:37 UTC,0.0145,165366.8576607022,208017.36,42650.5023392978,4805.95836505665,48,0,Enviada
1623,788,61,2013-03-03 02:24:28 UTC,0.0182,139271.38109414757,181642.02,42370.638905852436,2891.6005061829733,116,1,Enviada
1831,837,61,2020-10-27 17:59:31 UTC,0.0198,67658.761426928148,132181.85,64523.088573071858,8281.3324383496729,9,4,Enviada
1857,795,61,2020-01-23 02:09:28 UTC,0.0213,102778.59832145629,126171.01,23392.411678543715,2548.0653301247385,93,0,Enviada
1317,752,62,2012-03-01 02:57:23 UTC,0.0119,51392.650717350843,102016.69,50624.039282649159,52004.223260887222,1,3,Enviada
1342,129,62,2022-01-28 19:41:42 UTC,0.0106,178222.68534360273,238769.73,60547.044656397287,3584.8113344752264,71,1,Enviada
1460,302,62,2021-10-22 06:18:32 UTC,0.0198,161765.45729888842,197885.02,36119.562701111587,3603.908536062685,112,1,Enviada
739,651,63,2017-03-01 07:28:46 UTC,0.0227,33044.314509698146,52467.39,19423.075490301853,8735.1556571866349,4,6,Enviada
741,790,63,2022-02-18 15:22:05 UTC,0.0152,86135.098831046649,135081,48945.901168953351,2295.5068254071984,56,0,Enviada
782,957,63,2010-01-31 13:19:05 UTC,0.012,2806.8822612975196,5295.01,2488.1277387024807,158.69480472334203,20,1,Enviada
1264,187,63,2016-02-03 03:32:06 UTC,0.0244,131337.58299090297,221227,89889.417009097029,7294.866486228766,24,4,Enviada
1355,790,63,2019-04-28 22:47:14 UTC,0.0237,156092.6657220335,198307.89,42215.224277966518,19462.988849146179,9,6,Enviada
239,130,64,2021-06-17 06:07:59 UTC,0.0128,41822.958999153445,70311.97,28489.01100084656,776.2146257224731,92,0,Enviada
370,883,64,2020-07-26 15:26:19 UTC,0.0147,77630.222559321439,131066.34,53436.117440678565,1879.9991495140046,64,0,Enviada
965,561,64,2019-04-03 18:27:40 UTC,0.0088,105272.70207181909,138722.78,33450.077928180908,3133.58082922758,40,3,Enviada
1224,304,64,2015-10-28 18:05:21 UTC,0.0231,113166.50598117136,203313.53,90147.024018828641,2903.3270585931677,101,2,Enviada
1901,478,64,2012-08-31 12:42:50 UTC,0.0198,152575.42080440873,245759.12,93183.699195591282,3472.9989805778723,104,6,Enviada
1221,833,65,2015-11-16 03:13:32 UTC,0.012,148787.57726938993,212724.26,63936.68273061006,3492.9587855345144,60,4,Enviada
1822,553,65,2016-02-15 00:01:02 UTC,0.0208,103721.61245437988,135291.33,31569.717545620108,2380.5063067003002,115,6,Enviada
1851,971,65,2013-02-23 06:49:28 UTC,0.0205,101945.43604559629,143036.28,41090.843954403717,2658.5448792786924,76,6,Enviada
1896,564,65,2017-07-26 04:20:18 UTC,0.0084,98056.872127642157,136656.48,38599.607872357854,5346.7236764591171,20,3,Enviada
482,512,66,2016-02-07 08:24:49 UTC,0.0092,11079.029190700407,20365.44,9286.4108092995921,219.89438161820988,68,4,Enviada
860,464,66,2017-11-28 06:45:07 UTC,0.0162,22076.457628307511,27852.07,5775.6123716924894,647.60863681665523,50,3,Enviada
1310,380,66,2022-08-12 06:14:09 UTC,0.0172,47722.814325910207,80115.51,32392.695674089788,1014.9299132081501,97,6,Enviada
1423,379,66,2011-02-27 00:03:16 UTC,0.0167,174870.83720268519,237069.16,62198.322797314824,3977.6485622857945,80,1,Enviada
1538,925,66,2013-07-15 14:40:07 UTC,0.0083,93043.100692714535,140029.33,46986.229307285452,1610.498257093727,79,2,Enviada
1711,640,66,2021-10-27 10:13:35 UTC,0.0249,120893.69049387373,195580.94,74687.249506126274,3231.6333778885319,109,3,Enviada
1805,188,66,2017-09-30 06:09:43 UTC,0.0239,132617.5393726684,171432.42,38814.880627331608,10624.566534173038,15,0,Enviada
1930,131,66,2010-06-22 01:51:55 UTC,0.008,123850.27759837998,241343.23,117492.95240162003,1687.7194225670848,111,3,Enviada
21,393,67,2016-10-14 04:52:38 UTC,0.0089,35952.4000593401,56942.45,20990.049940659894,570.018905659185,93,6,Enviada
509,846,67,2016-02-03 18:04:11 UTC,0.019,16784.99381919884,30270.81,13485.816180801161,489.5345216910074,56,1,Enviada
1029,505,67,2012-12-18 00:49:39 UTC,0.0147,68002.719015870593,101077.39,33074.670984129407,1713.5321775873206,60,2,Enviada
1309,428,67,2012-02-24 03:46:10 UTC,0.0102,51894.04585981329,79197.45,27303.404140186707,1133.49426330262,62,5,Enviada
1614,175,67,2014-02-13 19:47:49 UTC,0.0175,162254.93188152579,228789.7,66534.76811847424,4835.6339973469512,51,2,Enviada
150,894,68,2019-12-28 06:30:06 UTC,0.0244,79253.646882632689,140411.41,61157.763117367314,4042.039027604736,27,3,Enviada
1713,890,68,2022-01-26 09:46:22 UTC,0.0204,140006.35265889828,227540.41,87534.057341101739,3967.9258306342849,63,2,Enviada
1790,751,68,2017-06-26 21:46:25 UTC,0.0195,44649.403526505666,67807.04,23157.636473494327,5457.195565042618,9,1,Enviada
50,638,69,2020-01-13 21:31:38 UTC,0.0099,105866.5546715602,146396.58,40530.025328439791,1546.0611388825678,115,5,Enviada
522,406,69,2015-08-13 20:46:27 UTC,0.0145,16451.606099106157,32541.69,16090.083900893842,996.84125129734173,19,0,Enviada
564,120,69,2016-11-13 05:53:13 UTC,0.0175,122112.43230517567,155647.34,33534.907694824338,4129.9124952941938,42,3,Enviada
798,481,69,2011-04-30 06:14:34 UTC,0.0113,182890.06111309762,220982.08,38092.01888690237,3759.7345169830883,71,6,Enviada
1008,419,69,2013-09-10 04:12:25 UTC,0.0086,79156.375627731541,108353.5,29197.124372268456,1128.1803171059944,108,5,Enviada
125,162,70,2016-11-01 19:16:02 UTC,0.0209,172127.84431339666,231919.58,59791.735686603308,12134.547247117849,17,0,Enviada
498,930,70,2015-03-10 14:20:42 UTC,0.0196,80208.791799866565,123827.47,43618.678200133443,1936.9808601477794,86,1,Enviada
722,667,70,2019-08-19 16:16:46 UTC,0.0168,9807.0454683506032,16436.54,6629.4945316493977,667.98007394111119,17,3,Enviada
926,6,70,2013-04-08 08:49:11 UTC,0.0143,103685.74459457537,159630.45,55944.70540542464,2803.7586367660715,53,3,Enviada
1701,520,70,2017-07-27 12:57:36 UTC,0.0206,115989.25577998634,228157.36,112168.10422001364,3357.1768952525431,61,4,Enviada
204,71,71,2012-07-10 22:04:23 UTC,0.0247,40042.403736602908,75600.76,35558.356263397087,8611.5597387966645,5,4,Enviada
402,381,71,2016-01-03 21:46:32 UTC,0.0249,149254.42797252105,187154.59,37900.162027478938,4093.0928838843215,97,2,Enviada
1240,473,71,2022-12-13 23:09:30 UTC,0.0135,133818.69486362956,161455.28,27636.585136370453,7360.8503657214178,21,0,Enviada
1422,933,71,2020-01-27 19:26:17 UTC,0.0084,111889.33965095386,201769.91,89880.570349046146,1571.1905751753338,109,6,Enviada
1443,214,71,2017-07-29 02:45:57 UTC,0.0214,160636.69313352564,204113.58,43476.88686647435,6115.5375180688443,39,0,Enviada
301,915,72,2014-02-17 22:43:51 UTC,0.023,44531.834361448091,57906.49,13374.655638551909,1689.1481561159794,41,4,Enviada
398,633,72,2020-11-08 20:26:11 UTC,0.0203,74174.609300938668,140472.94,66298.330699061335,10138.657251925748,8,5,Enviada
519,236,72,2020-07-31 00:05:45 UTC,0.0117,151129.51337825489,211434.59,60305.0766217451,3333.1152918542107,65,1,Enviada
683,962,72,2019-06-05 18:19:13 UTC,0.0136,70895.39566982587,121907.06,51011.664330174135,2226.8696240490622,42,3,Enviada
794,132,72,2019-12-10 10:06:24 UTC,0.016,136153.24528918724,166874.28,30721.034710812768,3620.2448127001144,58,2,Enviada
1129,39,72,2016-09-08 07:30:40 UTC,0.0124,157306.02807295357,218078.88,60772.851927046439,2675.035979618855,106,1,Enviada
1242,309,72,2016-07-21 23:37:00 UTC,0.0116,6546.0682874158119,10427,3880.9317125841881,121.53180313136104,85,1,Enviada
1250,559,72,2020-09-10 09:32:33 UTC,0.0144,9183.7043411137911,18148.5,8964.7956588862089,204.12899555108871,73,6,Enviada
1662,693,72,2021-03-14 01:34:29 UTC,0.0199,205244.55745584873,247930.69,42686.132544151289,5942.465184808776,59,4,Enviada
1775,416,72,2019-01-13 21:40:21 UTC,0.0198,85339.453097006437,113864.48,28525.026902993563,1883.4594263432245,116,1,Enviada
94,17,73,2021-01-15 07:58:32 UTC,0.0248,49088.5717880895,88730.23,39641.658211910493,1288.9831348508171,118,2,Enviada
210,28,73,2010-09-02 22:06:54 UTC,0.0212,68031.9627465627,110541.92,42509.957253437293,1910.8870121309039,67,6,Enviada
296,625,73,2013-02-17 14:51:41 UTC,0.014,119989.83011673036,181040.55,61050.719883269638,2469.6771667936505,82,2,Enviada
374,897,73,2011-05-21 15:12:26 UTC,0.0246,97996.832372313962,173856.17,75859.337627686051,2732.6856512264426,88,6,Enviada
726,67,73,2014-01-31 15:33:17 UTC,0.0112,136732.64929851124,197682.41,60949.760701488762,2094.0144141526121,118,3,Enviada
780,483,73,2016-11-29 15:38:23 UTC,0.0093,139143.84969019453,211893.29,72749.44030980549,4181.604496618208,40,3,Enviada
1166,11,73,2021-08-24 19:21:46 UTC,0.0135,129204.20899144773,155483.49,26279.281008552272,2434.4442591216011,94,0,Enviada
1219,999,73,2015-06-07 07:19:10 UTC,0.0247,58949.569802330021,83283.82,24334.25019766999,2025.5906678794506,52,4,Enviada
1306,757,73,2013-05-20 18:22:36 UTC,0.0225,134448.05282485558,211844.48,77396.427175144432,4368.34424857477,53,1,Enviada
1447,698,73,2012-06-19 17:42:04 UTC,0.0154,64261.644770952385,127423.73,63162.08522904761,6395.5082087261453,11,2,Enviada
1542,215,73,2013-05-13 08:42:24 UTC,0.012,76574.235055397119,94102.4,17528.164944602879,1216.6500237810251,118,0,Enviada
1924,631,73,2012-10-08 05:25:29 UTC,0.0102,131550.98248130956,183577.94,52026.95751869044,4193.4183723564993,38,6,Enviada
76,474,74,2020-07-23 06:34:35 UTC,0.0123,94007.180821953079,140410.74,46403.559178046904,2010.8146994215576,70,3,Enviada
586,341,74,2022-10-05 15:58:02 UTC,0.0189,24768.38798826918,39369.35,14600.962011730819,538.0193892212875,109,0,Enviada
1501,879,74,2017-11-30 21:46:42 UTC,0.0112,120345.37207289877,226771.35,106425.97792710124,6202.24965758615,22,1,Enviada
1683,251,74,2016-10-08 15:46:43 UTC,0.0242,170155.87015167309,226373.23,56217.3598483269,7545.2717787881857,33,1,Enviada
